instrument,timeframe,variant,signal_time,entry_time,exit_time,entry_session_time,session_rollup,rth_segment,trading_day,direction,reason,level,entry,stop,target,exit,outcome,r,mfe_r,mae_r,risk_points,delta,delta_pct,depth_imbalance,wick_ratio,volume_ratio,signal_volume,bid_volume,ask_volume,depth_bid_churn,depth_ask_churn,top_bid_churn,top_ask_churn,quote_bid_churn,quote_ask_churn,bid_quote_updates,ask_quote_updates,signal_trades,signal_depth_rows,pnl
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-12T02:45:00Z,2025-03-12 02:45:00+00:00,2025-03-12 02:55:00+00:00,2025-03-11T22:45:00-04:00,overnight,overnight,2025-03-12,long,vwap_bull_rejection,19459.5762000000,19466.0000000000,19457.0000000000,19484.0000000000,19457.0000000000,stop,-1.1244440000,0.3333330000,-1.1944440000,9.0000000000,73,0.2597860000,0.0000000000,0.0000000000,1.3448190000,281,104,177,0,0,0,0,0,0,0,0,177,0,-20.2399920000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-12T03:15:00Z,2025-03-12 03:15:00+00:00,2025-03-12 03:17:00+00:00,2025-03-11T23:15:00-04:00,overnight,overnight,2025-03-12,long,vwap_bull_rejection,19459.6765000000,19461.7500000000,19457.7500000000,19469.7500000000,19457.7500000000,stop,-1.2800000000,0.3750000000,-1.6250000000,4.0000000000,102,0.3923080000,0.0000000000,0.0000000000,1.2642840000,260,79,181,0,0,0,0,0,0,0,0,128,0,-10.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-12T04:55:00Z,2025-03-12 04:55:00+00:00,2025-03-12 04:57:00+00:00,2025-03-12T00:55:00-04:00,overnight,overnight,2025-03-12,short,vwap_bear_rejection,19458.7656000000,19456.5000000000,19459.7500000000,19450.0000000000,19459.7500000000,stop,-1.3446150000,0.0000000000,-1.7692310000,3.2500000000,-54,-0.3068180000,0.0000000000,0.0000000000,1.3258000000,176,115,61,0,0,0,0,0,0,0,0,95,0,-8.7399975000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-12T05:16:00Z,2025-03-12 05:16:00+00:00,2025-03-12 05:26:00+00:00,2025-03-12T01:16:00-04:00,overnight,overnight,2025-03-12,short,vwap_bear_rejection,19458.6596000000,19452.7500000000,19458.5000000000,19441.2500000000,19458.5000000000,stop,-1.1947830000,0.8260870000,-1.0869570000,5.7500000000,-53,-0.2560390000,0.0000000000,0.0000000000,1.2354520000,207,130,77,0,0,0,0,0,0,0,0,124,0,-13.7400045000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-12T15:47:00Z,2025-03-12 15:47:00+00:00,2025-03-12 15:52:00+00:00,2025-03-12T11:47:00-04:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-03-12,long,vwap_bull_rejection,19584.2877000000,19601.0000000000,19588.0000000000,19627.0000000000,19627.0000000000,target,1.9138460000,2.1538460000,-0.8846150000,13.0000000000,1136,0.1528530000,0.0000000000,0.0000000000,1.6213090000,7432,3148,4284,0,0,0,0,0,0,0,0,3662,0,49.7599960000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-12T15:59:00Z,2025-03-12 15:59:00+00:00,2025-03-12 16:05:00+00:00,2025-03-12T11:59:00-04:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-03-12,long,vwap_bull_rejection,19585.0506000000,19619.7500000000,19586.7500000000,19685.7500000000,19586.7500000000,stop,-1.0339390000,0.5606060000,-1.0151520000,33.0000000000,1150,0.1739790000,0.0000000000,0.0000000000,1.4859780000,6610,2730,3880,0,0,0,0,0,0,0,0,3628,0,-68.2399740000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-12T22:11:00Z,2025-03-12 22:11:00+00:00,2025-03-12 22:14:00+00:00,2025-03-12T18:11:00-04:00,overnight,overnight,2025-03-13,long,vwap_bull_rejection,19584.1696000000,19587.5000000000,19580.7500000000,19601.0000000000,19601.0000000000,target,1.8340740000,2.9629630000,-0.1481480000,6.7500000000,90,0.1982380000,0.0000000000,0.0000000000,1.5255380000,454,182,272,0,0,0,0,0,0,0,0,237,0,24.7599990000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-12T22:56:00Z,2025-03-12 22:56:00+00:00,2025-03-12 23:02:00+00:00,2025-03-12T18:56:00-04:00,overnight,overnight,2025-03-13,long,vwap_bull_rejection,19610.1638000000,19620.5000000000,19611.2500000000,19639.0000000000,19639.0000000000,target,1.8789190000,2.4324320000,-0.3783780000,9.2500000000,113,0.2329900000,0.0000000000,0.0000000000,1.5261170000,485,186,299,0,0,0,0,0,0,0,0,297,0,34.7600015000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-13T00:54:00Z,2025-03-13 00:54:00+00:00,2025-03-13 01:00:00+00:00,2025-03-12T20:54:00-04:00,overnight,overnight,2025-03-13,long,vwap_bull_rejection,19645.8049000000,19657.2500000000,19645.0000000000,19681.7500000000,19645.0000000000,stop,-1.0914290000,0.7755100000,-1.2857140000,12.2500000000,119,0.2433540000,0.0000000000,0.0000000000,1.4720050000,489,185,304,0,0,0,0,0,0,0,0,322,0,-26.7400105000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-13T01:04:00Z,2025-03-13 01:04:00+00:00,2025-03-13 01:20:00+00:00,2025-03-12T21:04:00-04:00,overnight,overnight,2025-03-13,short,vwap_bear_rejection,19646.1320000000,19635.7500000000,19648.5000000000,19610.2500000000,19648.5000000000,stop,-1.0878430000,0.7254900000,-1.2549020000,12.7500000000,-254,-0.1870400000,0.0000000000,0.0000000000,3.2020750000,1358,806,552,0,0,0,0,0,0,0,0,782,0,-27.7399965000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-13T01:31:00Z,2025-03-13 01:31:00+00:00,2025-03-13 01:51:00+00:00,2025-03-12T21:31:00-04:00,overnight,overnight,2025-03-13,short,vwap_bear_rejection,19645.1526000000,19622.2500000000,19645.2500000000,19576.2500000000,19621.2500000000,timeout,-0.0052170000,0.6630430000,-0.4130430000,23.0000000000,-556,-0.3532400000,0.0000000000,0.0000000000,5.3564740000,1574,1065,509,0,0,0,0,0,0,0,0,873,0,-0.2399820000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-13T11:27:00Z,2025-03-13 11:27:00+00:00,2025-03-13 11:30:00+00:00,2025-03-13T07:27:00-04:00,overnight,overnight,2025-03-13,short,vwap_bear_rejection,19539.0059000000,19528.0000000000,19538.2500000000,19507.5000000000,19538.2500000000,stop,-1.1092680000,0.6585370000,-1.4390240000,10.2500000000,-208,-0.1771720000,0.0000000000,0.0000000000,1.4509050000,1174,691,483,0,0,0,0,0,0,0,0,648,0,-22.7399940000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-13T11:31:00Z,2025-03-13 11:31:00+00:00,2025-03-13 11:36:00+00:00,2025-03-13T07:31:00-04:00,overnight,overnight,2025-03-13,long,vwap_bull_rejection,19538.9757000000,19550.2500000000,19537.2500000000,19576.2500000000,19537.2500000000,stop,-1.0861540000,0.6538460000,-1.0961540000,13.0000000000,229,0.1339960000,0.0000000000,0.0000000000,1.9541480000,1709,740,969,0,0,0,0,0,0,0,0,901,0,-28.2400040000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-13T13:00:00Z,2025-03-13 13:00:00+00:00,2025-03-13 13:09:00+00:00,2025-03-13T09:00:00-04:00,overnight,overnight,2025-03-13,long,vwap_bull_rejection,19537.1676000000,19555.7500000000,19539.7500000000,19587.7500000000,19587.7500000000,target,1.9300000000,2.0625000000,-0.0781250000,16.0000000000,231,0.1149830000,0.0000000000,0.0000000000,1.3280450000,2009,889,1120,0,0,0,0,0,0,0,0,1118,0,61.7600000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-13T13:44:00Z,2025-03-13 13:44:00+00:00,2025-03-13 13:46:00+00:00,2025-03-13T09:44:00-04:00,rth_09_30_16_00,rth_open_09_30_11_00,2025-03-13,short,vwap_bear_rejection,19539.0400000000,19508.2500000000,19533.2500000000,19458.2500000000,19458.2500000000,target,1.9552000000,2.0200000000,-0.1000000000,25.0000000000,-1068,-0.1056380000,0.0000000000,0.0000000000,1.4987440000,10110,5589,4521,0,0,0,0,0,0,0,0,6017,0,97.7600000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-13T23:41:00Z,2025-03-13 23:41:00+00:00,2025-03-14 00:01:00+00:00,2025-03-13T19:41:00-04:00,overnight,overnight,2025-03-14,long,vwap_bull_rejection,19353.5593000000,19364.0000000000,19352.5000000000,19387.0000000000,19352.5000000000,stop,-1.0973910000,1.2391300000,-2.0000000000,11.5000000000,126,0.1847510000,0.0000000000,0.0000000000,2.0318780000,682,278,404,0,0,0,0,0,0,0,0,400,0,-25.2399930000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-14T07:02:00Z,2025-03-14 07:02:00+00:00,2025-03-14 07:03:00+00:00,2025-03-14T03:02:00-04:00,overnight,overnight,2025-03-14,long,vwap_bull_rejection,19398.4857000000,19411.2500000000,19397.7500000000,19438.2500000000,19397.7500000000,stop,-1.0829630000,0.0185190000,-1.1296300000,13.5000000000,75,0.1243780000,0.0000000000,0.0000000000,1.9401540000,603,264,339,0,0,0,0,0,0,0,0,360,0,-29.2400010000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-14T08:05:00Z,2025-03-14 08:05:00+00:00,2025-03-14 08:09:00+00:00,2025-03-14T04:05:00-04:00,overnight,overnight,2025-03-14,short,vwap_bear_rejection,19397.6655000000,19390.2500000000,19401.7500000000,19367.2500000000,19401.7500000000,stop,-1.0973910000,0.2608700000,-1.1521740000,11.5000000000,-81,-0.1114170000,0.0000000000,0.0000000000,1.2252460000,727,404,323,0,0,0,0,0,0,0,0,458,0,-25.2399930000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-14T10:40:00Z,2025-03-14 10:40:00+00:00,2025-03-14 10:49:00+00:00,2025-03-14T06:40:00-04:00,overnight,overnight,2025-03-14,long,vwap_bull_rejection,19406.2300000000,19419.7500000000,19406.7500000000,19445.7500000000,19445.7500000000,target,1.9138460000,2.0384620000,-0.6538460000,13.0000000000,219,0.1823480000,0.0000000000,0.0000000000,2.2926410000,1201,491,710,0,0,0,0,0,0,0,0,701,0,49.7599960000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-16T22:07:00Z,2025-03-16 22:07:00+00:00,2025-03-16 22:08:00+00:00,2025-03-16T18:07:00-04:00,overnight,overnight,2025-03-17,short,vwap_bear_rejection,19662.9428000000,19653.7500000000,19661.2500000000,19638.7500000000,19638.7500000000,target,1.8506670000,3.7333330000,0.0000000000,7.5000000000,-102,-0.1954020000,0.0000000000,0.0000000000,1.4745760000,522,312,210,0,0,0,0,0,0,0,0,321,0,27.7600050000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-17T01:01:00Z,2025-03-17 01:01:00+00:00,2025-03-17 01:06:00+00:00,2025-03-16T21:01:00-04:00,overnight,overnight,2025-03-17,long,vwap_bull_rejection,19598.8657000000,19609.0000000000,19599.0000000000,19629.0000000000,19599.0000000000,stop,-1.1120000000,1.0750000000,-1.0250000000,10.0000000000,57,0.1247260000,0.0000000000,0.0000000000,1.5707170000,457,200,257,0,0,0,0,0,0,0,0,316,0,-22.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-17T02:04:00Z,2025-03-17 02:04:00+00:00,2025-03-17 02:08:00+00:00,2025-03-16T22:04:00-04:00,overnight,overnight,2025-03-17,short,vwap_bear_rejection,19600.9591000000,19596.7500000000,19601.2500000000,19587.7500000000,19601.2500000000,stop,-1.2488890000,1.1111110000,-1.4444440000,4.5000000000,-114,-0.2500000000,0.0000000000,0.0000000000,2.1038060000,456,285,171,0,0,0,0,0,0,0,0,324,0,-11.2400010000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-17T02:10:00Z,2025-03-17 02:10:00+00:00,2025-03-17 02:11:00+00:00,2025-03-16T22:10:00-04:00,overnight,overnight,2025-03-17,long,vwap_bull_rejection,19600.9330000000,19603.5000000000,19600.5000000000,19609.5000000000,19600.5000000000,stop,-1.3733330000,0.2500000000,-3.4166670000,3.0000000000,136,0.3434340000,0.0000000000,0.0000000000,1.5767470000,396,130,266,0,0,0,0,0,0,0,0,247,0,-8.2399980000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-17T02:18:00Z,2025-03-17 02:18:00+00:00,2025-03-17 02:27:00+00:00,2025-03-16T22:18:00-04:00,overnight,overnight,2025-03-17,long,vwap_bull_rejection,19600.9051000000,19607.7500000000,19601.5000000000,19620.2500000000,19601.5000000000,stop,-1.1792000000,0.4000000000,-1.1200000000,6.2500000000,111,0.2883120000,0.0000000000,0.0000000000,1.5050820000,385,137,248,0,0,0,0,0,0,0,0,277,0,-14.7400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-17T03:04:00Z,2025-03-17 03:04:00+00:00,2025-03-17 03:06:00+00:00,2025-03-16T23:04:00-04:00,overnight,overnight,2025-03-17,short,vwap_bear_rejection,19601.1294000000,19596.5000000000,19601.5000000000,19586.5000000000,19586.5000000000,target,1.7760000000,2.0500000000,-0.3000000000,5.0000000000,-158,-0.5724640000,0.0000000000,0.0000000000,2.3875430000,276,217,59,0,0,0,0,0,0,0,0,163,0,17.7600000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-17T03:31:00Z,2025-03-17 03:31:00+00:00,2025-03-17 03:47:00+00:00,2025-03-16T23:31:00-04:00,overnight,overnight,2025-03-17,short,vwap_bear_rejection,19600.8943000000,19590.7500000000,19600.7500000000,19570.7500000000,19600.7500000000,stop,-1.1120000000,0.2000000000,-1.0000000000,10.0000000000,-60,-0.2142860000,0.0000000000,0.0000000000,1.8012220000,280,170,110,0,0,0,0,0,0,0,0,180,0,-22.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-17T03:51:00Z,2025-03-17 03:51:00+00:00,2025-03-17 04:07:00+00:00,2025-03-16T23:51:00-04:00,overnight,overnight,2025-03-17,short,vwap_bear_rejection,19600.7737000000,19593.0000000000,19602.0000000000,19575.0000000000,19602.0000000000,stop,-1.1244440000,1.0000000000,-1.5833330000,9.0000000000,-92,-0.3622050000,0.0000000000,0.0000000000,2.4098670000,254,173,81,0,0,0,0,0,0,0,0,162,0,-20.2399920000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-17T08:23:00Z,2025-03-17 08:23:00+00:00,2025-03-17 08:28:00+00:00,2025-03-17T04:23:00-04:00,overnight,overnight,2025-03-17,long,vwap_bull_rejection,19595.9286000000,19604.5000000000,19598.0000000000,19617.5000000000,19617.5000000000,target,1.8276920000,2.0000000000,-0.6923080000,6.5000000000,74,0.1401520000,0.0000000000,0.0000000000,1.3283020000,528,227,301,0,0,0,0,0,0,0,0,364,0,23.7599960000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-17T14:39:00Z,2025-03-17 14:39:00+00:00,2025-03-17 14:56:00+00:00,2025-03-17T10:39:00-04:00,rth_09_30_16_00,rth_open_09_30_11_00,2025-03-17,long,vwap_bull_rejection,19698.9027000000,19725.0000000000,19701.5000000000,19772.0000000000,19701.5000000000,stop,-1.0476600000,1.4680850000,-2.0000000000,23.5000000000,629,0.1564290000,0.0000000000,0.0000000000,1.3014210000,4021,1696,2325,0,0,0,0,0,0,0,0,2628,0,-49.2400200000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-17T15:30:00Z,2025-03-17 15:30:00+00:00,2025-03-17 15:35:00+00:00,2025-03-17T11:30:00-04:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-03-17,short,vwap_bear_rejection,19700.2999000000,19681.0000000000,19703.5000000000,19636.0000000000,19636.0000000000,target,1.9502220000,2.3333330000,-0.7333330000,22.5000000000,-669,-0.2519770000,0.0000000000,0.0000000000,1.2349410000,2655,1662,993,0,0,0,0,0,0,0,0,1589,0,87.7599900000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-17T15:59:00Z,2025-03-17 15:59:00+00:00,2025-03-17 16:05:00+00:00,2025-03-17T11:59:00-04:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-03-17,short,vwap_bear_rejection,19697.7474000000,19676.2500000000,19695.7500000000,19637.2500000000,19695.7500000000,stop,-1.0574360000,1.0000000000,-1.0256410000,19.5000000000,-657,-0.3515250000,0.0000000000,0.0000000000,1.2043690000,1869,1263,606,0,0,0,0,0,0,0,0,1205,0,-41.2400040000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-17T16:07:00Z,2025-03-17 16:07:00+00:00,2025-03-17 16:21:00+00:00,2025-03-17T12:07:00-04:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-03-17,long,vwap_bull_rejection,19697.4480000000,19715.7500000000,19698.0000000000,19751.2500000000,19698.0000000000,stop,-1.0630990000,1.6619720000,-1.3098590000,17.7500000000,797,0.2872070000,0.0000000000,0.0000000000,1.7368170000,2775,989,1786,0,0,0,0,0,0,0,0,1695,0,-37.7400145000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-17T16:23:00Z,2025-03-17 16:23:00+00:00,2025-03-17 16:24:00+00:00,2025-03-17T12:23:00-04:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-03-17,short,vwap_bear_rejection,19698.2200000000,19689.7500000000,19697.7500000000,19673.7500000000,19673.7500000000,target,1.8600000000,2.1250000000,-0.0625000000,8.0000000000,-342,-0.1395920000,0.0000000000,0.0000000000,1.3954550000,2450,1396,1054,0,0,0,0,0,0,0,0,1507,0,29.7600000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-17T16:41:00Z,2025-03-17 16:41:00+00:00,2025-03-17 16:42:00+00:00,2025-03-17T12:41:00-04:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-03-17,short,vwap_bear_rejection,19697.6695000000,19686.2500000000,19694.5000000000,19669.7500000000,19669.7500000000,target,1.8642420000,2.9696970000,-0.0303030000,8.2500000000,-656,-0.2677550000,0.0000000000,0.0000000000,1.5945330000,2450,1553,897,0,0,0,0,0,0,0,0,1435,0,30.7599930000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-17T22:21:00Z,2025-03-17 22:21:00+00:00,2025-03-17 22:22:00+00:00,2025-03-17T18:21:00-04:00,overnight,overnight,2025-03-18,short,vwap_bear_rejection,19846.4203000000,19840.5000000000,19846.5000000000,19828.5000000000,19846.5000000000,stop,-1.1866670000,0.5000000000,-1.0833330000,6.0000000000,-50,-0.2000000000,0.0000000000,0.0000000000,1.3192610000,250,150,100,0,0,0,0,0,0,0,0,180,0,-14.2400040000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-17T22:28:00Z,2025-03-17 22:28:00+00:00,2025-03-17 22:48:00+00:00,2025-03-17T18:28:00-04:00,overnight,overnight,2025-03-18,long,vwap_bull_rejection,19846.1079000000,19851.0000000000,19847.0000000000,19859.0000000000,19851.2500000000,timeout,-0.2175000000,1.7500000000,-0.6250000000,4.0000000000,34,0.1338580000,0.0000000000,0.0000000000,1.3572000000,254,110,144,0,0,0,0,0,0,0,0,174,0,-1.7400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-18T05:48:00Z,2025-03-18 05:48:00+00:00,2025-03-18 05:52:00+00:00,2025-03-18T01:48:00-04:00,overnight,overnight,2025-03-18,long,vwap_bull_rejection,19943.8664000000,19951.7500000000,19944.5000000000,19966.2500000000,19944.5000000000,stop,-1.1544830000,0.1034480000,-1.0000000000,7.2500000000,121,0.3427760000,0.0000000000,0.0000000000,3.6637260000,353,116,237,0,0,0,0,0,0,0,0,193,0,-16.7400035000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-18T10:16:00Z,2025-03-18 10:16:00+00:00,2025-03-18 10:24:00+00:00,2025-03-18T06:16:00-04:00,overnight,overnight,2025-03-18,short,vwap_bear_rejection,19966.4948000000,19933.2500000000,19964.2500000000,19871.2500000000,19964.2500000000,stop,-1.0361290000,0.3387100000,-1.0806450000,31.0000000000,-385,-0.2258060000,0.0000000000,0.0000000000,2.8991670000,1705,1045,660,0,0,0,0,0,0,0,0,966,0,-64.2399980000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-18T11:06:00Z,2025-03-18 11:06:00+00:00,2025-03-18 11:12:00+00:00,2025-03-18T07:06:00-04:00,overnight,overnight,2025-03-18,long,vwap_bull_rejection,19965.6436000000,19972.7500000000,19965.0000000000,19988.2500000000,19988.2500000000,target,1.8554840000,2.7096770000,-0.4838710000,7.7500000000,57,0.1005290000,0.0000000000,0.0000000000,1.7397970000,567,255,312,0,0,0,0,0,0,0,0,338,0,28.7600020000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-18T11:14:00Z,2025-03-18 11:14:00+00:00,2025-03-18 11:28:00+00:00,2025-03-18T07:14:00-04:00,overnight,overnight,2025-03-18,long,vwap_bull_rejection,19965.9887000000,19976.2500000000,19963.0000000000,20002.7500000000,19963.0000000000,stop,-1.0845280000,0.7358490000,-1.1132080000,13.2500000000,339,0.1777660000,0.0000000000,0.0000000000,4.6586050000,1907,784,1123,0,0,0,0,0,0,0,0,1093,0,-28.7399920000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-18T12:31:00Z,2025-03-18 12:31:00+00:00,2025-03-18 12:32:00+00:00,2025-03-18T08:31:00-04:00,overnight,overnight,2025-03-18,short,vwap_bear_rejection,19964.3626000000,19953.2500000000,19963.7500000000,19932.2500000000,19963.7500000000,stop,-1.1066670000,0.1190480000,-1.8809520000,10.5000000000,-98,-0.1282720000,0.0000000000,0.0000000000,2.0948720000,764,431,333,0,0,0,0,0,0,0,0,474,0,-23.2400070000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-18T22:13:00Z,2025-03-18 22:13:00+00:00,2025-03-18 22:29:00+00:00,2025-03-18T18:13:00-04:00,overnight,overnight,2025-03-19,short,vwap_bear_rejection,19698.8571000000,19692.7500000000,19702.7500000000,19672.7500000000,19672.7500000000,target,1.8880000000,2.4000000000,-0.2750000000,10.0000000000,-55,-0.1803280000,0.0000000000,0.0000000000,1.4259000000,305,180,125,0,0,0,0,0,0,0,0,173,0,37.7600000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-18T22:42:00Z,2025-03-18 22:42:00+00:00,2025-03-18 22:45:00+00:00,2025-03-18T18:42:00-04:00,overnight,overnight,2025-03-19,long,vwap_bull_rejection,19686.8172000000,19692.0000000000,19686.7500000000,19702.5000000000,19702.5000000000,target,1.7866670000,2.1428570000,-0.8095240000,5.2500000000,95,0.3639850000,0.0000000000,0.0000000000,1.2145180000,261,83,178,0,0,0,0,0,0,0,0,167,0,18.7600035000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-18T23:22:00Z,2025-03-18 23:22:00+00:00,2025-03-18 23:25:00+00:00,2025-03-18T19:22:00-04:00,overnight,overnight,2025-03-19,short,vwap_bear_rejection,19697.0823000000,19691.0000000000,19696.0000000000,19681.0000000000,19696.0000000000,stop,-1.2240000000,1.1000000000,-1.1500000000,5.0000000000,-159,-0.3589160000,0.0000000000,0.0000000000,2.0443010000,443,301,142,0,0,0,0,0,0,0,0,294,0,-12.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-18T23:34:00Z,2025-03-18 23:34:00+00:00,2025-03-18 23:54:00+00:00,2025-03-18T19:34:00-04:00,overnight,overnight,2025-03-19,long,vwap_bull_rejection,19697.1148000000,19709.5000000000,19697.2500000000,19734.0000000000,19713.7500000000,timeout,0.2555100000,0.5918370000,-0.3061220000,12.2500000000,178,0.3037540000,0.0000000000,0.0000000000,2.4259990000,586,204,382,0,0,0,0,0,0,0,0,340,0,6.2599950000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-19T08:35:00Z,2025-03-19 08:35:00+00:00,2025-03-19 08:41:00+00:00,2025-03-19T04:35:00-04:00,overnight,overnight,2025-03-19,long,vwap_bull_rejection,19730.9413000000,19742.2500000000,19731.7500000000,19763.2500000000,19731.7500000000,stop,-1.1066670000,0.3809520000,-1.0476190000,10.5000000000,272,0.3550910000,0.0000000000,0.0000000000,1.9573270000,766,247,519,0,0,0,0,0,0,0,0,377,0,-23.2400070000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-19T08:54:00Z,2025-03-19 08:54:00+00:00,2025-03-19 08:56:00+00:00,2025-03-19T04:54:00-04:00,overnight,overnight,2025-03-19,short,vwap_bear_rejection,19731.0334000000,19723.7500000000,19731.5000000000,19708.2500000000,19731.5000000000,stop,-1.1445160000,0.0645160000,-1.2258060000,7.7500000000,-98,-0.1781820000,0.0000000000,0.0000000000,1.4321050000,550,324,226,0,0,0,0,0,0,0,0,282,0,-17.7399980000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-19T13:43:00Z,2025-03-19 13:43:00+00:00,2025-03-19 13:47:00+00:00,2025-03-19T09:43:00-04:00,rth_09_30_16_00,rth_open_09_30_11_00,2025-03-19,short,vwap_bear_rejection,19749.3948000000,19719.5000000000,19748.2500000000,19662.0000000000,19748.2500000000,stop,-1.0389570000,0.4521740000,-2.5913040000,28.7500000000,-1345,-0.1341380000,0.0000000000,0.0000000000,2.4378210000,10027,5686,4341,0,0,0,0,0,0,0,0,5785,0,-59.7400275000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-19T18:08:00Z,2025-03-19 18:08:00+00:00,2025-03-19 18:17:00+00:00,2025-03-19T14:08:00-04:00,rth_09_30_16_00,rth_afternoon_13_30_15_00,2025-03-19,long,vwap_bull_rejection,19814.8127000000,19852.0000000000,19814.5000000000,19927.0000000000,19927.0000000000,target,1.9701330000,2.0266670000,-0.1000000000,37.5000000000,544,0.1221920000,0.0000000000,0.0000000000,1.5617760000,4452,1954,2498,0,0,0,0,0,0,0,0,2806,0,147.7599750000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-19T22:04:00Z,2025-03-19 22:04:00+00:00,2025-03-19 22:06:00+00:00,2025-03-19T18:04:00-04:00,overnight,overnight,2025-03-20,long,vwap_bull_rejection,19958.5421000000,19960.7500000000,19958.0000000000,19966.2500000000,19958.0000000000,stop,-1.4072730000,1.2727270000,-2.4545450000,2.7500000000,41,0.1535580000,0.0000000000,0.0000000000,1.3117170000,267,113,154,0,0,0,0,0,0,0,0,149,0,-7.7400015000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-19T22:08:00Z,2025-03-19 22:08:00+00:00,2025-03-19 22:13:00+00:00,2025-03-19T18:08:00-04:00,overnight,overnight,2025-03-20,long,vwap_bull_rejection,19959.7816000000,19968.0000000000,19959.5000000000,19985.0000000000,19985.0000000000,target,1.8682350000,2.3235290000,-0.1470590000,8.5000000000,116,0.2447260000,0.0000000000,0.0000000000,2.1609300000,474,179,295,0,0,0,0,0,0,0,0,270,0,31.7599950000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-20T15:38:00Z,2025-03-20 15:38:00+00:00,2025-03-20 15:49:00+00:00,2025-03-20T11:38:00-04:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-03-20,long,vwap_bull_rejection,19961.2152000000,19994.2500000000,19964.7500000000,20053.2500000000,20053.2500000000,target,1.9620340000,2.0847460000,-0.3559320000,29.5000000000,981,0.1892000000,0.0000000000,0.0000000000,1.6765560000,5185,2102,3083,0,0,0,0,0,0,0,0,2994,0,115.7600060000
