instrument,timeframe,variant,signal_time,entry_time,exit_time,entry_session_time,session_rollup,rth_segment,trading_day,direction,reason,level,entry,stop,target,exit,outcome,r,mfe_r,mae_r,risk_points,delta,delta_pct,depth_imbalance,wick_ratio,volume_ratio,signal_volume,bid_volume,ask_volume,depth_bid_churn,depth_ask_churn,top_bid_churn,top_ask_churn,quote_bid_churn,quote_ask_churn,bid_quote_updates,ask_quote_updates,signal_trades,signal_depth_rows,pnl
MNQ DATABENTO,1,vwap_delta_rejection,2025-01-31T18:27:00Z,2025-01-31 18:27:00+00:00,2025-01-31 18:28:00+00:00,2025-01-31T13:27:00-05:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-01-31,short,vwap_bear_rejection,21847.3980000000,21824.2500000000,21843.2500000000,21786.2500000000,21843.2500000000,stop,-1.0589470000,0.1052630000,-1.1447370000,19.0000000000,-956,-0.1314990000,0.0000000000,0.0000000000,2.1831500000,7270,4113,3157,0,0,0,0,0,0,0,0,4109,0,-40.2399860000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-02T23:08:00Z,2025-02-02 23:08:00+00:00,2025-02-02 23:16:00+00:00,2025-02-02T18:08:00-05:00,overnight,overnight,2025-02-03,long,vwap_bull_rejection,21031.7441000000,21091.0000000000,21032.5000000000,21208.0000000000,21032.5000000000,stop,-1.0191450000,0.3247860000,-1.1324790000,58.5000000000,637,0.2114170000,0.0000000000,0.0000000000,1.8411810000,3013,1188,1825,0,0,0,0,0,0,0,0,2116,0,-119.2399650000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-02T23:18:00Z,2025-02-02 23:18:00+00:00,2025-02-02 23:23:00+00:00,2025-02-02T18:18:00-05:00,overnight,overnight,2025-02-03,short,vwap_bear_rejection,21045.4152000000,21019.0000000000,21048.5000000000,20960.0000000000,21048.5000000000,stop,-1.0379660000,0.3050850000,-1.0084750000,29.5000000000,-654,-0.1897850000,0.0000000000,0.0000000000,1.2940050000,3446,2050,1396,0,0,0,0,0,0,0,0,2266,0,-61.2399940000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-02T23:24:00Z,2025-02-02 23:24:00+00:00,2025-02-02 23:33:00+00:00,2025-02-02T18:24:00-05:00,overnight,overnight,2025-02-03,long,vwap_bull_rejection,21044.9672000000,21065.5000000000,21046.0000000000,21104.5000000000,21104.5000000000,target,1.9425640000,2.0128210000,-0.7307690000,19.5000000000,506,0.1521350000,0.0000000000,0.0000000000,1.4332500000,3326,1410,1916,0,0,0,0,0,0,0,0,2408,0,75.7599960000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-03T01:12:00Z,2025-02-03 01:12:00+00:00,2025-02-03 01:23:00+00:00,2025-02-02T20:12:00-05:00,overnight,overnight,2025-02-03,long,vwap_bull_rejection,21083.0194000000,21101.0000000000,21084.5000000000,21134.0000000000,21134.0000000000,target,1.9321210000,2.1818180000,-0.4545450000,16.5000000000,292,0.2119010000,0.0000000000,0.0000000000,1.6936030000,1378,543,835,0,0,0,0,0,0,0,0,893,0,63.7599930000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-03T01:46:00Z,2025-02-03 01:46:00+00:00,2025-02-03 01:55:00+00:00,2025-02-02T20:46:00-05:00,overnight,overnight,2025-02-03,long,vwap_bull_rejection,21088.0247000000,21101.7500000000,21082.7500000000,21139.7500000000,21082.7500000000,stop,-1.0589470000,0.7368420000,-1.2236840000,19.0000000000,188,0.1169150000,0.0000000000,0.0000000000,1.9133750000,1608,710,898,0,0,0,0,0,0,0,0,1081,0,-40.2399860000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-03T01:55:00Z,2025-02-03 01:55:00+00:00,2025-02-03 01:56:00+00:00,2025-02-02T20:55:00-05:00,overnight,overnight,2025-02-03,short,vwap_bear_rejection,21088.2779000000,21084.2500000000,21088.2500000000,21076.2500000000,21076.2500000000,target,1.7200000000,3.0625000000,-0.5625000000,4.0000000000,-199,-0.1682160000,0.0000000000,0.0000000000,1.3723100000,1183,691,492,0,0,0,0,0,0,0,0,752,0,13.7600000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-03T06:54:00Z,2025-02-03 06:54:00+00:00,2025-02-03 06:56:00+00:00,2025-02-03T01:54:00-05:00,overnight,overnight,2025-02-03,short,vwap_bear_rejection,21066.1815000000,21055.5000000000,21065.0000000000,21036.5000000000,21065.0000000000,stop,-1.1178950000,0.0526320000,-1.7105260000,9.5000000000,-208,-0.2646310000,0.0000000000,0.0000000000,1.4908950000,786,497,289,0,0,0,0,0,0,0,0,465,0,-21.2400050000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-03T07:01:00Z,2025-02-03 07:01:00+00:00,2025-02-03 07:03:00+00:00,2025-02-03T02:01:00-05:00,overnight,overnight,2025-02-03,long,vwap_bull_rejection,21066.1843000000,21074.2500000000,21066.5000000000,21089.7500000000,21089.7500000000,target,1.8554840000,3.0645160000,-0.0322580000,7.7500000000,136,0.1712850000,0.0000000000,0.0000000000,1.4310170000,794,329,465,0,0,0,0,0,0,0,0,483,0,28.7600020000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-04T00:03:00Z,2025-02-04 00:03:00+00:00,2025-02-04 00:19:00+00:00,2025-02-03T19:03:00-05:00,overnight,overnight,2025-02-04,short,vwap_bear_rejection,21572.1171000000,21562.0000000000,21572.5000000000,21541.0000000000,21541.0000000000,target,1.8933330000,2.3571430000,-0.4285710000,10.5000000000,-138,-0.3108110000,0.0000000000,0.0000000000,1.7668130000,444,291,153,0,0,0,0,0,0,0,0,295,0,39.7599930000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-04T00:46:00Z,2025-02-04 00:46:00+00:00,2025-02-04 01:02:00+00:00,2025-02-03T19:46:00-05:00,overnight,overnight,2025-02-04,short,vwap_bear_rejection,21564.2876000000,21554.7500000000,21565.7500000000,21532.7500000000,21532.7500000000,target,1.8981820000,2.4318180000,-0.4090910000,11.0000000000,-47,-0.1032970000,0.0000000000,0.0000000000,2.0620890000,455,251,204,0,0,0,0,0,0,0,0,267,0,41.7600040000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-04T07:54:00Z,2025-02-04 07:54:00+00:00,2025-02-04 08:01:00+00:00,2025-02-04T02:54:00-05:00,overnight,overnight,2025-02-04,short,vwap_bear_rejection,21419.4801000000,21411.2500000000,21418.7500000000,21396.2500000000,21418.7500000000,stop,-1.1493330000,1.8000000000,-1.5333330000,7.5000000000,-67,-0.1447080000,0.0000000000,0.0000000000,1.2464670000,463,265,198,0,0,0,0,0,0,0,0,282,0,-17.2399950000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-04T11:15:00Z,2025-02-04 11:15:00+00:00,2025-02-04 11:23:00+00:00,2025-02-04T06:15:00-05:00,overnight,overnight,2025-02-04,short,vwap_bear_rejection,21407.1258000000,21398.0000000000,21407.2500000000,21379.5000000000,21379.5000000000,target,1.8789190000,2.1081080000,-0.7837840000,9.2500000000,-163,-0.2969030000,0.0000000000,0.0000000000,1.3373930000,549,356,193,0,0,0,0,0,0,0,0,304,0,34.7600015000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-04T11:56:00Z,2025-02-04 11:56:00+00:00,2025-02-04 11:57:00+00:00,2025-02-04T06:56:00-05:00,overnight,overnight,2025-02-04,short,vwap_bear_rejection,21406.9528000000,21400.5000000000,21407.0000000000,21387.5000000000,21407.0000000000,stop,-1.1723080000,0.3846150000,-1.1153850000,6.5000000000,-81,-0.1352250000,0.0000000000,0.0000000000,1.8869110000,599,340,259,0,0,0,0,0,0,0,0,335,0,-15.2400040000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-04T23:08:00Z,2025-02-04 23:08:00+00:00,2025-02-04 23:13:00+00:00,2025-02-04T18:08:00-05:00,overnight,overnight,2025-02-05,short,vwap_bear_rejection,21575.4785000000,21566.2500000000,21575.2500000000,21548.2500000000,21575.2500000000,stop,-1.1244440000,0.5555560000,-1.2500000000,9.0000000000,-113,-0.1554330000,0.0000000000,0.0000000000,1.8059870000,727,420,307,0,0,0,0,0,0,0,0,470,0,-20.2399920000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-04T23:52:00Z,2025-02-04 23:52:00+00:00,2025-02-04 23:54:00+00:00,2025-02-04T18:52:00-05:00,overnight,overnight,2025-02-05,short,vwap_bear_rejection,21578.8195000000,21577.5000000000,21581.7500000000,21569.0000000000,21569.0000000000,target,1.7364710000,2.1764710000,-0.7058820000,4.2500000000,-117,-0.3136730000,0.0000000000,0.0000000000,2.0533990000,373,245,128,0,0,0,0,0,0,0,0,111,0,14.7600035000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-05T01:34:00Z,2025-02-05 01:34:00+00:00,2025-02-05 01:35:00+00:00,2025-02-04T20:34:00-05:00,overnight,overnight,2025-02-05,short,vwap_bear_rejection,21588.3227000000,21582.7500000000,21588.2500000000,21571.7500000000,21588.2500000000,stop,-1.2036360000,0.1363640000,-1.5000000000,5.5000000000,-337,-0.3756970000,0.0000000000,0.0000000000,2.3175300000,897,617,280,0,0,0,0,0,0,0,0,502,0,-13.2399960000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-05T13:59:00Z,2025-02-05 13:59:00+00:00,2025-02-05 14:01:00+00:00,2025-02-05T08:59:00-05:00,overnight,overnight,2025-02-05,long,vwap_bull_rejection,21522.2424000000,21531.5000000000,21521.5000000000,21551.5000000000,21521.5000000000,stop,-1.1120000000,0.0750000000,-1.0500000000,10.0000000000,232,0.2691420000,0.0000000000,0.0000000000,1.2888760000,862,315,547,0,0,0,0,0,0,0,0,479,0,-22.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-05T14:07:00Z,2025-02-05 14:07:00+00:00,2025-02-05 14:08:00+00:00,2025-02-05T09:07:00-05:00,overnight,overnight,2025-02-05,long,vwap_bull_rejection,21522.2361000000,21531.5000000000,21521.0000000000,21552.5000000000,21521.0000000000,stop,-1.1066670000,0.0714290000,-1.3095240000,10.5000000000,225,0.2416760000,0.0000000000,0.0000000000,1.4139270000,931,353,578,0,0,0,0,0,0,0,0,490,0,-23.2400070000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-05T15:15:00Z,2025-02-05 15:15:00+00:00,2025-02-05 15:17:00+00:00,2025-02-05T10:15:00-05:00,rth_09_30_16_00,rth_open_09_30_11_00,2025-02-05,long,vwap_bull_rejection,21535.1353000000,21558.5000000000,21530.7500000000,21614.0000000000,21530.7500000000,stop,-1.0403600000,0.0540540000,-1.4144140000,27.7500000000,1551,0.2078810000,0.0000000000,0.0000000000,1.2602510000,7461,2955,4506,0,0,0,0,0,0,0,0,3882,0,-57.7399800000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-05T23:39:00Z,2025-02-05 23:39:00+00:00,2025-02-05 23:42:00+00:00,2025-02-05T18:39:00-05:00,overnight,overnight,2025-02-06,short,vwap_bear_rejection,21758.3848000000,21755.5000000000,21759.0000000000,21748.5000000000,21759.0000000000,stop,-1.3200000000,0.3571430000,-1.2857140000,3.5000000000,-53,-0.2111550000,0.0000000000,0.0000000000,1.2553140000,251,152,99,0,0,0,0,0,0,0,0,142,0,-9.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-05T23:48:00Z,2025-02-05 23:48:00+00:00,2025-02-06 00:05:00+00:00,2025-02-05T18:48:00-05:00,overnight,overnight,2025-02-06,long,vwap_bull_rejection,21758.7822000000,21770.0000000000,21758.7500000000,21792.5000000000,21792.5000000000,target,1.9004440000,2.0666670000,-0.2222220000,11.2500000000,252,0.4719100000,0.0000000000,0.0000000000,2.7134150000,534,141,393,0,0,0,0,0,0,0,0,281,0,42.7599900000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-06T01:01:00Z,2025-02-06 01:01:00+00:00,2025-02-06 01:04:00+00:00,2025-02-05T20:01:00-05:00,overnight,overnight,2025-02-06,long,vwap_bull_rejection,21772.7515000000,21781.0000000000,21773.2500000000,21796.5000000000,21773.2500000000,stop,-1.1445160000,0.0645160000,-1.1935480000,7.7500000000,183,0.3160620000,0.0000000000,0.0000000000,2.9286800000,579,198,381,0,0,0,0,0,0,0,0,287,0,-17.7399980000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-06T01:41:00Z,2025-02-06 01:41:00+00:00,2025-02-06 01:42:00+00:00,2025-02-05T20:41:00-05:00,overnight,overnight,2025-02-06,short,vwap_bear_rejection,21773.4583000000,21771.7500000000,21774.2500000000,21766.7500000000,21766.7500000000,target,1.5520000000,2.6000000000,-0.2000000000,2.5000000000,-24,-0.1061950000,0.0000000000,0.0000000000,1.7670050000,226,125,101,0,0,0,0,0,0,0,0,122,0,7.7600000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-06T02:17:00Z,2025-02-06 02:17:00+00:00,2025-02-06 02:37:00+00:00,2025-02-05T21:17:00-05:00,overnight,overnight,2025-02-06,long,vwap_bull_rejection,21772.5434000000,21778.2500000000,21771.7500000000,21791.2500000000,21784.2500000000,timeout,0.7507690000,0.9615380000,-0.8076920000,6.5000000000,112,0.3373490000,0.0000000000,0.0000000000,1.6318510000,332,110,222,0,0,0,0,0,0,0,0,198,0,9.7599970000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-06T03:31:00Z,2025-02-06 03:31:00+00:00,2025-02-06 03:32:00+00:00,2025-02-05T22:31:00-05:00,overnight,overnight,2025-02-06,short,vwap_bear_rejection,21773.7612000000,21772.5000000000,21774.0000000000,21769.5000000000,21774.0000000000,stop,-1.7466670000,1.0000000000,-1.1666670000,1.5000000000,-89,-0.3755270000,0.0000000000,0.0000000000,2.3054470000,237,163,74,0,0,0,0,0,0,0,0,144,0,-5.2400010000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-06T03:46:00Z,2025-02-06 03:46:00+00:00,2025-02-06 03:48:00+00:00,2025-02-05T22:46:00-05:00,overnight,overnight,2025-02-06,short,vwap_bear_rejection,21773.7575000000,21772.0000000000,21774.0000000000,21768.0000000000,21774.0000000000,stop,-1.5600000000,0.3750000000,-1.2500000000,2.0000000000,-39,-0.3786410000,0.0000000000,0.0000000000,1.2771230000,103,71,32,0,0,0,0,0,0,0,0,66,0,-6.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-06T07:56:00Z,2025-02-06 07:56:00+00:00,2025-02-06 07:57:00+00:00,2025-02-06T02:56:00-05:00,overnight,overnight,2025-02-06,short,vwap_bear_rejection,21790.8281000000,21786.7500000000,21790.7500000000,21778.7500000000,21790.7500000000,stop,-1.2800000000,1.0625000000,-1.0625000000,4.0000000000,-115,-0.2157600000,0.0000000000,0.0000000000,2.6386140000,533,324,209,0,0,0,0,0,0,0,0,317,0,-10.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-06T08:31:00Z,2025-02-06 08:31:00+00:00,2025-02-06 08:38:00+00:00,2025-02-06T03:31:00-05:00,overnight,overnight,2025-02-06,long,vwap_bull_rejection,21789.9591000000,21797.2500000000,21790.7500000000,21810.2500000000,21810.2500000000,target,1.8276920000,2.0769230000,-0.1923080000,6.5000000000,60,0.1376150000,0.0000000000,0.0000000000,1.2064190000,436,188,248,0,0,0,0,0,0,0,0,270,0,23.7599960000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-06T10:22:00Z,2025-02-06 10:22:00+00:00,2025-02-06 10:25:00+00:00,2025-02-06T05:22:00-05:00,overnight,overnight,2025-02-06,long,vwap_bull_rejection,21794.2596000000,21797.7500000000,21794.0000000000,21805.2500000000,21794.0000000000,stop,-1.2986670000,1.0000000000,-1.0000000000,3.7500000000,104,0.3443710000,0.0000000000,0.0000000000,1.2022290000,302,99,203,0,0,0,0,0,0,0,0,171,0,-9.7400025000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-06T10:50:00Z,2025-02-06 10:50:00+00:00,2025-02-06 11:02:00+00:00,2025-02-06T05:50:00-05:00,overnight,overnight,2025-02-06,short,vwap_bear_rejection,21793.9202000000,21784.0000000000,21793.7500000000,21764.5000000000,21764.5000000000,target,1.8851280000,2.3076920000,-0.1794870000,9.7500000000,-184,-0.2911390000,0.0000000000,0.0000000000,1.9958950000,632,408,224,0,0,0,0,0,0,0,0,334,0,36.7599960000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-06T14:21:00Z,2025-02-06 14:21:00+00:00,2025-02-06 14:24:00+00:00,2025-02-06T09:21:00-05:00,overnight,overnight,2025-02-06,short,vwap_bear_rejection,21775.4072000000,21770.5000000000,21775.5000000000,21760.5000000000,21775.5000000000,stop,-1.2240000000,0.8500000000,-1.2000000000,5.0000000000,-171,-0.1715150000,0.0000000000,0.0000000000,1.4571760000,997,584,413,0,0,0,0,0,0,0,0,503,0,-12.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-06T17:19:00Z,2025-02-06 17:19:00+00:00,2025-02-06 17:21:00+00:00,2025-02-06T12:19:00-05:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-02-06,long,vwap_bull_rejection,21783.9606000000,21787.7500000000,21781.7500000000,21799.7500000000,21799.7500000000,target,1.8133330000,2.0000000000,-0.4166670000,6.0000000000,300,0.1391470000,0.0000000000,0.0000000000,1.4164640000,2156,928,1228,0,0,0,0,0,0,0,0,1091,0,21.7599960000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-06T23:04:00Z,2025-02-06 23:04:00+00:00,2025-02-06 23:24:00+00:00,2025-02-06T18:04:00-05:00,overnight,overnight,2025-02-07,long,vwap_bull_rejection,21820.4549000000,21832.5000000000,21819.5000000000,21858.5000000000,21845.0000000000,timeout,0.8753850000,1.3076920000,-0.8461540000,13.0000000000,209,0.4188380000,0.0000000000,0.0000000000,1.4332900000,499,145,354,0,0,0,0,0,0,0,0,317,0,22.7600100000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-07T04:29:00Z,2025-02-07 04:29:00+00:00,2025-02-07 04:30:00+00:00,2025-02-06T23:29:00-05:00,overnight,overnight,2025-02-07,short,vwap_bear_rejection,21866.8928000000,21864.2500000000,21867.2500000000,21858.2500000000,21858.2500000000,target,1.6266670000,2.0833330000,-0.0833330000,3.0000000000,-148,-0.6324790000,0.0000000000,0.0000000000,3.1013920000,234,191,43,0,0,0,0,0,0,0,0,93,0,9.7600020000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-07T07:01:00Z,2025-02-07 07:01:00+00:00,2025-02-07 07:08:00+00:00,2025-02-07T02:01:00-05:00,overnight,overnight,2025-02-07,long,vwap_bull_rejection,21860.7824000000,21866.0000000000,21859.7500000000,21878.5000000000,21859.7500000000,stop,-1.1792000000,0.6400000000,-1.6800000000,6.2500000000,225,0.3164560000,0.0000000000,0.0000000000,2.6870750000,711,243,468,0,0,0,0,0,0,0,0,367,0,-14.7400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-07T09:11:00Z,2025-02-07 09:11:00+00:00,2025-02-07 09:31:00+00:00,2025-02-07T04:11:00-05:00,overnight,overnight,2025-02-07,short,vwap_bear_rejection,21860.1975000000,21851.7500000000,21860.5000000000,21834.2500000000,21846.0000000000,timeout,0.5291430000,1.8000000000,-0.3714290000,8.7500000000,-123,-0.2827590000,0.0000000000,0.0000000000,1.3666350000,435,279,156,0,0,0,0,0,0,0,0,254,0,9.2600025000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-07T09:52:00Z,2025-02-07 09:52:00+00:00,2025-02-07 09:53:00+00:00,2025-02-07T04:52:00-05:00,overnight,overnight,2025-02-07,long,vwap_bull_rejection,21859.3670000000,21863.0000000000,21859.0000000000,21871.0000000000,21859.0000000000,stop,-1.2800000000,0.0625000000,-1.6875000000,4.0000000000,100,0.2958580000,0.0000000000,0.0000000000,1.3541670000,338,119,219,0,0,0,0,0,0,0,0,182,0,-10.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-07T11:41:00Z,2025-02-07 11:41:00+00:00,2025-02-07 11:51:00+00:00,2025-02-07T06:41:00-05:00,overnight,overnight,2025-02-07,long,vwap_bull_rejection,21858.8201000000,21862.5000000000,21858.7500000000,21870.0000000000,21870.0000000000,target,1.7013330000,2.4666670000,-0.3333330000,3.7500000000,103,0.4103590000,0.0000000000,0.0000000000,1.2322040000,251,74,177,0,0,0,0,0,0,0,0,129,0,12.7599975000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-07T13:17:00Z,2025-02-07 13:17:00+00:00,2025-02-07 13:20:00+00:00,2025-02-07T08:17:00-05:00,overnight,overnight,2025-02-07,long,vwap_bull_rejection,21859.6419000000,21866.0000000000,21860.5000000000,21877.0000000000,21860.5000000000,stop,-1.2036360000,0.7727270000,-1.0909090000,5.5000000000,144,0.2448980000,0.0000000000,0.0000000000,2.0034070000,588,222,366,0,0,0,0,0,0,0,0,302,0,-13.2399960000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-10T23:04:00Z,2025-02-10 23:04:00+00:00,2025-02-10 23:09:00+00:00,2025-02-10T18:04:00-05:00,overnight,overnight,2025-02-11,short,vwap_bear_rejection,21819.2502000000,21814.2500000000,21820.7500000000,21801.2500000000,21801.2500000000,target,1.8276920000,2.8846150000,-0.3846150000,6.5000000000,-104,-0.2429910000,0.0000000000,0.0000000000,1.5723730000,428,266,162,0,0,0,0,0,0,0,0,260,0,23.7599960000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-11T00:01:00Z,2025-02-11 00:01:00+00:00,2025-02-11 00:05:00+00:00,2025-02-10T19:01:00-05:00,overnight,overnight,2025-02-11,short,vwap_bear_rejection,21797.8807000000,21794.5000000000,21797.7500000000,21788.0000000000,21788.0000000000,target,1.6553850000,2.0000000000,0.0000000000,3.2500000000,-117,-0.2516130000,0.0000000000,0.0000000000,2.4093260000,465,291,174,0,0,0,0,0,0,0,0,304,0,10.7600025000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-11T00:30:00Z,2025-02-11 00:30:00+00:00,2025-02-11 00:33:00+00:00,2025-02-10T19:30:00-05:00,overnight,overnight,2025-02-11,long,vwap_bull_rejection,21796.3950000000,21799.0000000000,21795.7500000000,21805.5000000000,21805.5000000000,target,1.6553850000,2.0769230000,-0.3076920000,3.2500000000,198,0.5722540000,0.0000000000,0.0000000000,2.1091130000,346,74,272,0,0,0,0,0,0,0,0,169,0,10.7600025000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-11T01:52:00Z,2025-02-11 01:52:00+00:00,2025-02-11 02:10:00+00:00,2025-02-10T20:52:00-05:00,overnight,overnight,2025-02-11,short,vwap_bear_rejection,21799.4494000000,21795.0000000000,21799.0000000000,21787.0000000000,21787.0000000000,target,1.7200000000,2.9375000000,-0.8125000000,4.0000000000,-129,-0.3265820000,0.0000000000,0.0000000000,1.7355010000,395,262,133,0,0,0,0,0,0,0,0,222,0,13.7600000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-11T05:54:00Z,2025-02-11 05:54:00+00:00,2025-02-11 06:01:00+00:00,2025-02-11T00:54:00-05:00,overnight,overnight,2025-02-11,long,vwap_bull_rejection,21787.4675000000,21788.5000000000,21787.0000000000,21791.5000000000,21787.0000000000,stop,-1.7466670000,1.3333330000,-1.0000000000,1.5000000000,30,0.2631580000,0.0000000000,0.0000000000,1.5332890000,114,42,72,0,0,0,0,0,0,0,0,62,0,-5.2400010000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-11T06:04:00Z,2025-02-11 06:04:00+00:00,2025-02-11 06:18:00+00:00,2025-02-11T01:04:00-05:00,overnight,overnight,2025-02-11,short,vwap_bear_rejection,21787.4503000000,21781.2500000000,21787.5000000000,21768.7500000000,21768.7500000000,target,1.8208000000,2.3200000000,-0.5600000000,6.2500000000,-243,-0.5094340000,0.0000000000,0.0000000000,6.6434540000,477,360,117,0,0,0,0,0,0,0,0,308,0,22.7600000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-11T09:10:00Z,2025-02-11 09:10:00+00:00,2025-02-11 09:11:00+00:00,2025-02-11T04:10:00-05:00,overnight,overnight,2025-02-11,long,vwap_bull_rejection,21777.9807000000,21783.2500000000,21778.5000000000,21792.7500000000,21778.5000000000,stop,-1.2357890000,1.0526320000,-1.1052630000,4.7500000000,197,0.4291940000,0.0000000000,0.0000000000,1.5454550000,459,131,328,0,0,0,0,0,0,0,0,258,0,-11.7399955000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-11T20:55:00Z,2025-02-11 20:55:00+00:00,2025-02-11 20:59:00+00:00,2025-02-11T15:55:00-05:00,rth_09_30_16_00,rth_close_15_00_16_00,2025-02-11,short,vwap_bear_rejection,21785.6838000000,21779.5000000000,21786.5000000000,21765.5000000000,21786.5000000000,stop,-1.1600000000,1.4642860000,-1.1071430000,7.0000000000,-402,-0.1492200000,0.0000000000,0.0000000000,1.4740640000,2694,1548,1146,0,0,0,0,0,0,0,0,1417,0,-16.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-11T23:06:00Z,2025-02-11 23:06:00+00:00,2025-02-11 23:12:00+00:00,2025-02-11T18:06:00-05:00,overnight,overnight,2025-02-12,short,vwap_bear_rejection,21806.3090000000,21798.5000000000,21805.5000000000,21784.5000000000,21784.5000000000,target,1.8400000000,2.4285710000,-0.3571430000,7.0000000000,-356,-0.4772120000,0.0000000000,0.0000000000,2.8886740000,746,551,195,0,0,0,0,0,0,0,0,450,0,25.7600000000
